,name,desc,url,version,license,dependencies,install_30,install_90,install_365,on_request_30,on_request_90,on_request_365,build_error_30,build_error_90,build_error_365
2579,ios-deploy,Install and debug iPhone apps from the command-line,https://github.com/ios-control/ios-deploy,1.12.1,GPL-3.0-or-later and BSD-3-Clause,,2415,14596,64074,2411,14571,63962,10,0,0
2580,ios-sim,Command-line application launcher for the iOS Simulator,https://github.com/ios-control/ios-sim,9.0.0,Apache-2.0,node,51,236,1208,51,235,1205,0,0,0
2581,ios-webkit-debug-proxy,DevTools proxy for iOS devices,https://github.com/google/ios-webkit-debug-proxy,1.8.8,BSD-3-Clause,"libimobiledevice, libplist, openssl@1.1",459,2179,12268,460,2180,12277,0,0,0
2582,iozone,File system benchmark tool,https://www.iozone.org/,3.494,Cannot Represent,,18,144,513,18,143,512,0,0,0
2583,ip_relay,TCP traffic shaping relay application,https://stewart.com.au/ip_relay/,0.71,GPL-2.0-only,,1,4,33,0,4,33,0,0,0
2584,ipbt,Program for recording a UNIX terminal session,https://www.chiark.greenend.org.uk/~sgtatham/ipbt/,20220403,MIT,,1,8,57,0,8,56,0,0,0
2585,ipcalc,"Calculate various network masks, etc. from a given IP address",http://jodies.de/ipcalc,0.51,GPL-2.0-or-later,,496,2643,14993,497,2640,14983,0,0,0
2586,iperf,Tool to measure maximum TCP and UDP bandwidth,https://sourceforge.net/projects/iperf2/,2.1.8,BSD-3-Clause,,891,4606,38568,889,4593,38485,0,0,0
2587,iperf3,"Update of iperf: measures TCP, UDP, and SCTP bandwidth",https://github.com/esnet/iperf,3.13,BSD-3-Clause,openssl@3,5915,15802,68768,5911,15801,68775,0,0,0
2588,ipfs,Peer-to-peer hypermedia protocol,https://ipfs.tech/,0.18.1,MIT and (MIT or Apache-2.0),,487,2875,14716,540,2929,14701,1,0,0
2589,ipget,Retrieve files over IPFS and save them locally,https://github.com/ipfs/ipget/,0.9.1,MIT,,19,19,19,19,19,19,4,0,0
2590,iphotoexport,Export and synchronize iPhoto library to a folder tree,https://code.google.com/archive/p/iphotoexport/,1.6.4,,exiftool,0,0,15,0,0,15,0,0,0
2591,ipinfo,Tool for calculation of IP networks,https://kyberdigi.cz/projects/ipinfo/,1.2,Beerware,,24,100,582,24,101,583,0,0,0
2592,ipinfo-cli,Official CLI for the IPinfo IP Address API,https://ipinfo.io/,2.10.1,Apache-2.0,,159,742,2659,159,739,2655,0,0,0
2593,ipmitool,Utility for IPMI control with kernel driver or LAN interface,https://github.com/ipmitool/ipmitool,1.8.19,BSD-3-Clause,openssl@3,508,3770,14582,506,3733,14502,0,0,0
2594,ipmiutil,IPMI server management utility,https://ipmiutil.sourceforge.io/,3.1.8,BSD-2-Clause and BSD-3-Clause and GPL-2.0-or-later,,17,61,343,17,61,343,0,0,0
2595,ipopt,Interior point optimizer,https://coin-or.github.io/Ipopt/,3.14.11,EPL-2.0,"ampl-mp, gcc, openblas",718,2744,15080,304,821,3991,0,0,0
2596,iprint,Provides a print_one function,https://www.samba.org/ftp/unpacked/junkcode/i.c,1.3-9,GPL-2.0,,1,4,30,0,4,30,0,0,0
2597,iproute2,Linux routing utilities,https://wiki.linuxfoundation.org/networking/iproute2,6.2.0,GPL-2.0-only,,0,0,0,0,0,0,0,0,0
2598,iproute2mac,CLI wrapper for basic network utilities on macOS - ip command,https://github.com/brona/iproute2mac,1.4.1,MIT,python@3.11,1319,6950,47094,1319,6948,47068,0,0,0
2599,ipsumdump,Summarizes TCP/IP dump files into a self-describing ASCII format,https://read.seas.harvard.edu/~kohler/ipsumdump/,1.86,MIT,,1,4,36,0,4,36,0,0,0
2600,iptables,Linux kernel packet control tool,https://www.netfilter.org/projects/iptables/index.html,1.8.8,GPL-2.0-or-later,"libmnl, libnetfilter_conntrack, libnfnetlink, libnftnl, nftables",0,0,0,0,0,0,0,0,0
2601,iputils,Set of small useful utilities for Linux networking,https://github.com/iputils/iputils,20221126,GPL-2.0-or-later and BSD-3-Clause,libxslt,0,8,8,0,8,8,0,0,0
2602,ipv6calc,Small utility for manipulating IPv6 addresses,https://www.deepspace6.net/projects/ipv6calc.html,4.0.2,GPL-2.0-only,,34,345,1097,34,344,1095,0,0,0
2603,ipv6toolkit,Security assessment and troubleshooting tool for IPv6,https://www.si6networks.com/research/tools/ipv6toolkit/,2.0,GPL-3.0-or-later,,1,17,108,0,17,108,0,0,0
2604,ipython,Interactive computing in Python,https://ipython.org/,8.11.0,BSD-3-Clause,"pygments, python@3.11, six",13833,61447,172961,7620,34663,125203,0,0,0
2605,ircd-hybrid,High-performance secure IRC server,https://www.ircd-hybrid.org/,8.2.43,GPL-2.0-or-later,openssl@3,4,9,85,4,9,85,0,0,0
2606,ircd-irc2,Original IRC server daemon,http://www.irc.org/,2.11.2p3,,,0,4,16,0,4,16,0,0,0
2607,ircii,IRC and ICB client,http://www.eterna.com.au/ircii/,20210314,BSD-3-Clause and BSD-2-Clause and GPL-2.0-or-later and MIT and Public Domain,openssl@3,18,65,277,18,64,276,0,0,0
2608,ired,Minimalistic hexadecimal editor designed to be used in scripts,https://github.com/radare/ired,0.6,MIT,,1,4,13,0,4,13,0,0,0
2609,iredis,Terminal Client for Redis with AutoCompletion and Syntax Highlighting,https://iredis.io,1.13.0,BSD-3-Clause,"pygments, python@3.11, six",102,727,2549,102,728,2549,0,0,0
2610,ironcli,Go version of the Iron.io command-line tools,https://github.com/iron-io/ironcli,0.1.6,,,1,1,23,0,0,23,0,0,0
2611,irrlicht,Realtime 3D engine,https://irrlicht.sourceforge.io/,1.8.5,Zlib,"jpeg-turbo, libpng",23,191,1422,11,107,649,0,0,0
2612,irrtoolset,Tools to work with Internet routing policies,https://github.com/irrtoolset/irrtoolset,5.1.3,Cannot Represent,,1,12,53,0,12,53,0,0,0
2613,irssi,Modular IRC client,https://irssi.org/,1.2.3,GPL-2.0-or-later with openvpn-openssl-exception,"glib, openssl@1.1",379,2250,14027,378,2250,14015,0,0,0
2614,isa-l,Intelligent Storage Acceleration Library,https://github.com/intel/isa-l,2.30.0,BSD-3-Clause,,15,73,288,4,21,105,0,0,0
2615,isc-dhcp,Production-grade DHCP solution,https://www.isc.org/dhcp,4.4.3-P1,MPL-2.0,,33,197,1213,33,196,1209,0,0,0
2616,isl,Integer Set Library for the polyhedral model,https://libisl.sourceforge.io/,0.25,MIT,gmp,33256,167317,980797,1250,5733,39415,725,0,0
2617,isl@0.18,Integer Set Library for the polyhedral model,https://libisl.sourceforge.io/,0.18,MIT,gmp,9,77,377,4,36,174,0,0,0
2618,iso-codes,Provides lists of various ISO standards,https://salsa.debian.org/iso-codes-team/iso-codes,4.13.0,LGPL-2.1-or-later,,607,6768,49315,30,170,1314,0,0,0
2619,isort,Sort Python imports automatically,https://pycqa.github.io/isort/,5.12.0,MIT,python@3.11,1256,10762,16088,585,4445,6926,0,0,0
2620,ispc,Compiler for SIMD programming on the CPU,https://ispc.github.io,1.19.0,BSD-3-Clause,llvm,17,99,745,14,95,712,0,0,0
2621,ispell,International Ispell,https://www.cs.hmc.edu/~geoff/ispell.html,3.4.05,Cannot Represent,,248,1190,9037,246,1188,9037,1,0,0
2622,istioctl,Istio configuration command-line utility,https://istio.io/,1.17.1,Apache-2.0,,2430,9518,41856,2370,9350,41298,0,0,0
2623,isync,Synchronize a maildir with an IMAP server,https://isync.sourceforge.io/,1.4.4,GPL-2.0-or-later,"berkeley-db@5, openssl@3",71,432,3467,71,431,3468,3,0,0
2624,itex2mml,Text filter to convert itex equations to MathML,https://golem.ph.utexas.edu/~distler/blog/itex2MML.html,1.6.1,Artistic-1.0-Perl or GPL-1.0-or-later,,0,4,68,0,4,68,0,0,0
2625,itk,Insight Toolkit is a toolkit for performing registration and segmentation,https://itk.org,5.3.0,Apache-2.0,"double-conversion, fftw, gdcm, hdf5, jpeg-turbo, libpng, libtiff, vtk",21,199,975,21,199,973,0,0,0
2626,itpp,"Library of math, signal, and communication classes and functions",https://itpp.sourceforge.io,4.3.1,GPL-3.0,fftw,9,65,282,9,65,280,0,0,0
2627,itstool,Make XML documents translatable through PO files,http://itstool.org/,2.0.7,GPL-3.0-or-later,"libxml2, python@3.11",315,2106,15490,143,794,5982,2,0,0
2628,ivtools,X11 vector graphic servers,https://github.com/vectaport/ivtools,2.0.11d,MIT,"ace, libx11, libxext",4,31,67,4,31,67,0,0,0
2629,ivy,Agile dependency manager,https://ant.apache.org/ivy/,2.5.1,Apache-2.0,openjdk,71,357,1527,71,356,1523,0,0,0
2630,ivykis,Async I/O-assisting library,https://sourceforge.net/projects/libivykis/,0.42.4,LGPL-2.1,,19,104,259,5,17,157,0,0,0
2631,jabba,Cross-platform Java Version Manager,https://github.com/Jabba-Team/jabba,0.12.2,Apache-2.0,,146,696,1870,146,694,1867,0,0,0
2632,jack,Audio Connection Kit,https://jackaudio.org/,1.9.22,GPL-2.0-or-later,"berkeley-db, libsamplerate, aften",1803,3696,17737,811,1427,7982,0,0,0
2633,jackett,API Support for your favorite torrent trackers,https://github.com/Jackett/Jackett,0.20.3559,GPL-2.0-only,dotnet@6,233,1162,2195,233,1161,2195,0,0,0
2634,jadx,Dex to Java decompiler,https://github.com/skylot/jadx,1.4.6,Apache-2.0,openjdk,963,4442,32908,962,4442,32905,0,0,0
2635,jags,Just Another Gibbs Sampler for Bayesian MCMC simulation,https://mcmc-jags.sourceforge.io,4.3.2,GPL-2.0-only,gcc,58,264,1950,58,264,1950,0,0,0
2636,jailkit,Utilities to create limited user accounts in a chroot jail,https://olivier.sessink.nl/jailkit/,2.23,BSD-3-Clause and LGPL-2.0-or-later,python@3.11,2,16,87,2,16,87,0,0,0
2637,jam,Make-like build tool,https://www.perforce.com/documentation/jam-documentation,2.6.1,,,9,53,243,8,38,186,0,0,0
2638,janet,Dynamic language and bytecode vm,https://janet-lang.org,1.27.0,MIT,,70,307,1929,70,307,1923,0,0,0
2639,jansson,"C library for encoding, decoding, and manipulating JSON",https://digip.org/jansson/,2.14,MIT,,11117,56115,326249,220,1063,6290,0,0,0
2640,jaq,"JQ clone focussed on correctness, speed, and simplicity",https://github.com/01mf02/jaq,0.10.0,MIT,,10,50,403,10,50,402,0,0,0
2641,jasmin,Assembler for the Java Virtual Machine,https://jasmin.sourceforge.io/,2.4,BSD-4-Clause,openjdk,4,36,121,4,36,121,0,0,0
2642,jasper,Library for manipulating JPEG-2000 images,https://ece.engr.uvic.ca/~frodo/jasper/,4.0.0,JasPer-2.0,jpeg-turbo,55548,376850,1935970,5796,16944,72222,0,0,0
2643,java-service-wrapper,"Simplify the deployment, launch and monitoring of Java applications",https://wrapper.tanukisoftware.com/,3.5.53,GPL-2.0-only,,415,2413,16946,13,69,438,0,0,0
2644,javacc,Parser generator for use with Java applications,https://javacc.org/,7.0.12,BSD-3-Clause,openjdk,197,898,4863,198,900,4864,0,0,0
2645,javarepl,Read Eval Print Loop (REPL) for Java,https://github.com/albertlatacz/java-repl,428,Apache-2.0,openjdk@8,6,59,307,6,58,306,0,0,0
2646,jbake,Java based static site/blog generator,https://jbake.org/,2.6.7,MIT,openjdk,4,20,115,4,20,115,0,0,0
2647,jbang,"Tool to create, edit and run self-contained source-only Java programs",https://jbang.dev/,0.104.0,MIT,openjdk,48,156,156,50,158,158,0,0,0
2648,jbig2dec,JBIG2 decoder and library (for monochrome documents),https://jbig2dec.com/,0.19,AGPL-3.0-or-later,,15958,82856,441167,65,301,1531,0,0,0
2649,jbig2enc,JBIG2 encoder (for monochrome documents),https://github.com/agl/jbig2enc,0.29,Apache-2.0,leptonica,317,1747,10312,37,160,1058,0,0,0
2650,jbigkit,JBIG1 data compression standard implementation,https://www.cl.cam.ac.uk/~mgk25/jbigkit/,2.1,GPL-2.0,,2,17,101,2,17,100,0,0,0
2651,jboss-forge,Tools to help set up and configure a project,https://forge.jboss.org/,3.10.0.Final,EPL-1.0,openjdk,6,22,212,6,22,211,0,0,0
2652,jc,Serializes the output of command-line tools to structured JSON output,https://github.com/kellyjonbrazil/jc,1.23.0,MIT,"pygments, python@3.11",244,3654,15097,244,3653,15100,0,0,0
2653,jcal,UNIX-cal-like tool to display Jalali calendar,https://savannah.nongnu.org/projects/jcal/,0.4.1,GPL-3.0,,2,22,148,0,21,146,0,0,0
2654,jd,JSON diff and patch,https://github.com/josephburnett/jd,1.7.1,MIT,,557,1060,4643,557,1060,4645,0,0,0
2655,jdnssec-tools,Java command-line tools for DNSSEC,https://github.com/dblacka/jdnssec-tools,0.15,LGPL-2.1,openjdk,2,7,52,2,7,52,0,0,0
2656,jdtls,Java language specific implementation of the Language Server Protocol,https://github.com/eclipse/eclipse.jdt.ls,1.20.0,EPL-2.0,"openjdk, python@3.11",180,1122,3598,180,1123,3599,0,0,0
2657,jdupes,Duplicate file finder and an enhanced fork of 'fdupes',https://github.com/jbruchon/jdupes,1.21.3,MIT,,484,1034,2951,485,1035,2952,0,0,0
2658,jed,Powerful editor for programmers,https://www.jedsoft.org/jed/,0.99-19,,s-lang,12,71,355,12,72,356,0,0,0
2659,jello,Filter JSON and JSON Lines data with Python syntax,https://github.com/kellyjonbrazil/jello,1.5.5,MIT,"pygments, python@3.11",17,131,431,17,131,431,0,0,0
2660,jellyfish,"Fast, memory-efficient counting of DNA k-mers",http://www.genome.umd.edu/jellyfish.html,2.3.0,BSD-3-Clause or GPL-3.0-or-later,htslib,7,38,272,6,31,205,0,0,0
2661,jemalloc,Implementation of malloc emphasizing fragmentation avoidance,http://jemalloc.net/,5.3.0,BSD-2-Clause,,9761,55702,539712,310,1591,13645,0,0,0
2662,jena,Framework for building semantic web and linked data apps,https://jena.apache.org/,4.7.0,Apache-2.0,openjdk,30,211,858,30,212,857,0,0,0
2663,jenkins,Extendable open source continuous integration server,https://www.jenkins.io/,2.394,MIT,openjdk@17,2066,9667,47733,2058,9646,47560,0,0,0
2664,jenkins-job-builder,Configure Jenkins jobs with YAML files stored in Git,https://docs.openstack.org/infra/jenkins-job-builder/,4.3.0,Apache-2.0,"python@3.11, pyyaml, six",25,107,701,25,107,701,1,0,0
2665,jenkins-lts,Extendable open source continuous integration server,https://www.jenkins.io/,2.387.1,MIT,openjdk@17,3592,14269,67480,3594,14271,67488,0,0,0
2666,jenv,Manage your Java environment,https://www.jenv.be/,0.5.6,MIT,,10840,29299,154828,10828,29268,154591,0,0,0
2667,jerm,Communication terminal through serial and TCP/IP interfaces,https://web.archive.org/web/20160719014241/bsddiary.net/jerm/,0.8096,,,0,10,55,0,10,55,0,0,0
2668,jerryscript,Ultra-lightweight JavaScript engine for the Internet of Things,https://jerryscript.net,2.4.0,Apache-2.0,,1,4,17,0,4,17,0,0,0
2669,jetty,Java servlet engine and webserver,https://www.eclipse.org/jetty/,9.4.51.v20230217,Apache-2.0 or EPL-1.0,openjdk,73,488,2435,72,486,2413,0,0,0
2670,jetty-runner,Use Jetty without an installed distribution,https://www.eclipse.org/jetty/,9.4.51.v20230217,Apache-2.0 or EPL-1.0,openjdk,6,54,273,6,54,273,0,0,0
2671,jflex,"Lexical analyzer generator for Java, written in Java",https://jflex.de/,1.9.0,BSD-3-Clause,openjdk,67,193,481,67,193,482,0,0,0
2672,jfrog-cli,Command-line interface for JFrog products,https://www.jfrog.com/confluence/display/CLI/JFrog+CLI,2.34.6,Apache-2.0,,3182,17696,91546,3136,17462,90391,1,0,0
2673,jhead,Extract Digicam setting info from EXIF JPEG headers,https://github.com/Matthias-Wandel/jhead,3.06.0.1,Public Domain,,101,484,2597,101,482,2594,1,0,0
2674,jhiccup,Measure pauses and stalls of an app's Java runtime platform,https://www.azul.com/products/components/jhiccup/,2.0.10,,,0,0,7,0,0,0,0,0,0
2675,jhipster,"Generate, develop and deploy Spring Boot + Angular/React applications",https://www.jhipster.tech/,7.9.3,Apache-2.0,"node, openjdk",94,570,2815,94,569,2812,0,0,0
2676,jid,Json incremental digger,https://github.com/simeji/jid,0.7.6,MIT,,73,302,1528,73,302,1528,0,0,0
2677,jigdo,Tool to distribute very large files over the internet,https://www.einval.com/~steve/software/jigdo/,0.7.3,GPL-2.0-only with openvpn-openssl-exception,"berkeley-db@5, wget",11,63,532,11,63,532,0,0,0
2678,jimtcl,Small footprint implementation of Tcl,http://jim.tcl.tk/index.html,0.82,BSD-2-Clause,"openssl@3, readline",4,12,73,4,12,73,0,0,0
2679,jing-trang,Schema validation and conversion based on RELAX NG,http://www.thaiopensource.com/relaxng/,20220510,BSD-3-Clause,openjdk@11,5,33,285,5,33,284,0,0,0
2680,jinja2-cli,CLI for the Jinja2 templating language,https://github.com/mattrobenolt/jinja2-cli,0.8.2,BSD-2-Clause,"python@3.11, pyyaml",121,644,3935,121,643,3933,0,0,0
2681,jinx,Embeddable scripting language for real-time applications,https://github.com/JamesBoer/Jinx,1.3.10,MIT,,5,13,37,5,13,37,0,0,0
2682,jj,Git-compatible distributed version control system,https://github.com/martinvonz/jj,0.7.0,Apache-2.0,openssl@3,64,111,257,64,111,256,3,0,0
2683,jless,Command-line pager for JSON data,https://jless.io/,0.8.0,MIT,,145,983,5881,145,981,5876,0,0,0
2684,jlog,Pure C message queue with subscribers and publishers for logs,https://labs.omniti.com/labs/jlog,2.5.4,BSD-3-Clause,,20,61,301,2,0,35,0,0,0
2685,jmeter,Load testing and performance measurement application,https://jmeter.apache.org/,5.5,Apache-2.0,openjdk,2721,12857,79563,2716,12851,79509,0,0,0
2686,jmxterm,"Open source, command-line based interactive JMX client",https://docs.cyclopsgroup.org/jmxterm,1.0.4,Apache-2.0,openjdk,34,158,729,34,158,729,0,0,0
2687,jmxtrans,Tool to connect to JVMs and query their attributes,https://github.com/jmxtrans/jmxtrans,272,MIT,openjdk@8,0,5,16,0,5,16,0,0,0
2688,jnethack,Japanese localization of NetHack,https://jnethack.osdn.jp/,3.6.6-0.6,NGPL,,8,35,190,8,35,190,0,0,0
2689,jnettop,View hosts/ports taking up the most network traffic,https://web.archive.org/web/20161127214942/jnettop.kubs.info/wiki/,0.13.0,GPL-2.0-or-later,glib,18,76,359,18,76,358,0,0,0
2690,jo,JSON output from a shell,https://github.com/jpmens/jo,1.9,GPL-2.0-or-later and MIT,,182,1049,5511,181,1047,5486,0,0,0
2691,jobber,"Alternative to cron, with better status-reporting and error-handling",https://dshearer.github.io/jobber/,1.4.4,MIT,,4,14,57,4,14,57,0,0,0
2692,joe,Full featured terminal-based screen editor,https://joe-editor.sourceforge.io/,4.6,GPL-2.0,,149,511,2600,149,511,2602,0,0,0
2693,joern,Open-source code analysis platform based on code property graphs,https://joern.io/,1.1.1427,Apache-2.0,"astgen, coreutils, openjdk, php",7,90,90,7,90,90,0,0,0
2694,john,Featureful UNIX password cracker,https://www.openwall.com/john/,1.9.0,,,504,2117,10349,504,2117,10346,0,0,0
2695,john-jumbo,"Enhanced version of john, a UNIX password cracker",https://www.openwall.com/john/,1.9.0,GPL-2.0-or-later,"gmp, openssl@3",350,1825,9479,352,1828,9475,0,0,0
2696,johnnydep,Display dependency tree of Python distribution,https://github.com/wimglenn/johnnydep,1.17.5,MIT,"python-tabulate, python@3.11, pyyaml, six",0,0,0,0,0,0,0,0,0
2697,joker,"Small Clojure interpreter, linter and formatter",https://joker-lang.org/,1.1.0,EPL-1.0,,4,22,47,5,23,48,0,0,0
2698,jolie,Service-oriented programming language,https://www.jolie-lang.org/,1.10.13,LGPL-2.1-only,openjdk,2,8,94,2,8,94,0,0,0
2699,jooby-bootstrap,Script to simplify the creation of jooby apps,https://github.com/jooby-project/jooby-bootstrap,0.2.2,Apache-2.0,"maven, openjdk@8",0,0,6,0,0,0,0,0,0
2700,joplin-cli,Note taking and to-do application with synchronization capabilities,https://joplinapp.org/,2.10.3,MIT,"node, sqlite, vips, terminal-notifier",37,206,1373,37,206,1373,0,0,0
2701,jose,C-language implementation of Javascript Object Signing and Encryption,https://github.com/latchset/jose,11,Apache-2.0,"jansson, openssl@3",49,216,604,49,216,604,0,0,0
2702,joshua,Statistical machine translation decoder,https://cwiki.apache.org/confluence/display/JOSHUA/,6.0.5,,openjdk,0,0,19,0,0,19,0,0,0
2703,jove,"Emacs-style editor with vi-like memory, CPU, and size requirements",https://directory.fsf.org/wiki/Jove,4.17.5.1,Cannot Represent,,7,68,162,7,68,161,0,0,0
2704,jp,Dead simple terminal plots from JSON data,https://github.com/sgreben/jp,1.1.12,MIT,,80,274,1526,80,274,1527,0,0,0
2705,jp2a,Convert JPG images to ASCII,https://csl.name/jp2a/,1.0.6,GPL-2.0,jpeg-turbo,112,608,3020,85,492,2680,0,0,0
2706,jpdfbookmarks,Create and edit bookmarks on existing PDF files,https://sourceforge.net/projects/jpdfbookmarks/,2.5.2,GPL-3.0-or-later,openjdk,2,6,54,2,6,54,0,0,0
2707,jpeg,Image manipulation library,https://www.ijg.org/,9e,IJG,,11413,59626,1298504,3774,18001,103617,0,0,0
2708,jpeg-archive,Utilities for archiving JPEGs for long term storage,https://github.com/danielgtaylor/jpeg-archive,2.2.0,MIT,mozjpeg,3,15,67,3,15,67,0,0,0
